zip:varchar:5	lat:decimal:10,6	long:decimal:10,6	city:varchar:25	stateshort:varchar:2	state:varchar:20	county:varchar:21
04967	44.760948	-69.387705	Pittsfield	ME	Maine	Somerset
04970	44.985998	-70.660181	Rangeley	ME	Maine	Franklin
04972	44.478694	-69.149559	Sandy Point	ME	Maine	Waldo
04973	44.357201	-69.215906	Searsmont	ME	Maine	Waldo
04974	44.489412	-68.933051	Searsport	ME	Maine	Waldo
04976	44.769303	-69.593975	Skowhegan	ME	Maine	Somerset
04978	44.621110	-69.770923	Smithfield	ME	Maine	Somerset
04979	44.931415	-69.834764	Solon	ME	Maine	Somerset
04981	44.501114	-68.891743	Stockton Springs	ME	Maine	Waldo
04982	45.063384	-70.381639	Stratton	ME	Maine	Franklin
04983	44.814175	-70.187221	Strong	ME	Maine	Franklin
04986	44.513048	-69.183929	Thorndike	ME	Maine	Waldo
04987	44.478694	-69.149559	Troy	ME	Maine	Waldo
04988	44.601175	-69.357191	Unity	ME	Maine	Waldo
04989	44.427757	-69.635908	Vassalboro	ME	Maine	Kennebec
05001	43.591821	-72.463589	White River Junction	VT	Vermont	Windsor
05030	43.410672	-72.429777	Ascutney	VT	Vermont	Windsor
05032	43.758758	-72.688169	Bethel	VT	Vermont	Windsor
05033	44.004691	-72.158450	Bradford	VT	Vermont	Orange
05036	44.017782	-72.577365	Brookfield	VT	Vermont	Orange
05038	43.994212	-72.457153	Chelsea	VT	Vermont	Orange
05040	44.077918	-72.210962	East Corinth	VT	Vermont	Orange
05042	44.359629	-72.086586	East Ryegate	VT	Vermont	Caledonia
05045	43.928681	-72.196635	Fairlee	VT	Vermont	Orange
05047	43.672103	-72.355539	Hartford	VT	Vermont	Windsor
05048	43.573379	-72.402698	Hartland	VT	Vermont	Windsor
05051	44.068284	-72.118739	Newbury	VT	Vermont	Orange
05053	43.709919	-72.511882	North Pomfret	VT	Vermont	Windsor
05055	43.717918	-72.361200	Norwich	VT	Vermont	Windsor
05056	43.526289	-72.724848	Plymouth	VT	Vermont	Windsor
05059	43.664059	-72.433116	Quechee	VT	Vermont	Windsor
05060	43.985803	-72.694098	Randolph	VT	Vermont	Orange
05061	43.928552	-72.569113	Randolph Center	VT	Vermont	Orange
05062	43.475590	-72.572818	Reading	VT	Vermont	Windsor
05068	43.777096	-72.528249	South Royalton	VT	Vermont	Windsor
05070	43.844018	-72.378546	South Strafford	VT	Vermont	Orange
05077	43.895465	-72.473372	Tunbridge	VT	Vermont	Orange
05081	44.119395	-72.088869	Wells River	VT	Vermont	Orange
05084	43.718535	-72.443862	West Hartford	VT	Vermont	Windsor
05088	43.673484	-72.311960	Wilder	VT	Vermont	Windsor
05089	43.518100	-72.418059	Windsor	VT	Vermont	Windsor
05091	43.631348	-72.512835	Woodstock	VT	Vermont	Windsor
05101	43.171185	-72.623106	Bellows Falls	VT	Vermont	Windham
05142	43.402135	-72.583854	Cavendish	VT	Vermont	Windsor
05143	43.298315	-72.667167	Chester	VT	Vermont	Windsor
05146	43.179936	-72.605636	Grafton	VT	Vermont	Windham
05148	43.228101	-72.787995	Londonderry	VT	Vermont	Windham
05149	43.376744	-72.706913	Ludlow	VT	Vermont	Windsor
05154	43.164738	-72.531940	Saxtons River	VT	Vermont	Windham
05155	43.169854	-72.851525	South Londonderry	VT	Vermont	Windham
05156	43.409710	-72.586064	Springfield	VT	Vermont	Windsor
05158	43.082635	-72.474882	Westminster	VT	Vermont	Windham
05159	43.093972	-72.456492	Westminster Station	VT	Vermont	Windham
05161	43.316142	-72.739715	Weston	VT	Vermont	Windsor
05201	42.934076	-73.105382	Bennington	VT	Vermont	Bennington
05250	43.065719	-73.134727	Arlington	VT	Vermont	Bennington
05251	43.261817	-73.139173	Dorset	VT	Vermont	Bennington
05254	43.177204	-73.045787	Manchester	VT	Vermont	Bennington
05255	43.169289	-73.047358	Manchester Center	VT	Vermont	Bennington
05257	42.966471	-73.250529	North Bennington	VT	Vermont	Bennington
05261	42.790682	-73.201254	Pownal	VT	Vermont	Bennington
05301	42.884281	-72.760753	Brattleboro	VT	Vermont	Windham
05342	42.795363	-72.817838	Jacksonville	VT	Vermont	Windham
05344	42.994670	-72.720362	Marlboro	VT	Vermont	Windham
05345	43.013138	-72.678725	Newfane	VT	Vermont	Windham
05346	43.016096	-72.534025	Putney	VT	Vermont	Windham
05353	43.070341	-72.672991	Townshend	VT	Vermont	Windham
05354	42.773711	-72.520166	Vernon	VT	Vermont	Windham
05355	43.004760	-72.792004	Wardsboro	VT	Vermont	Windham
05356	43.013041	-72.793787	West Dover	VT	Vermont	Windham
05358	42.766519	-72.745723	West Halifax	VT	Vermont	Windham
05359	43.133864	-72.714573	West Townshend	VT	Vermont	Windham
05363	42.944039	-72.727518	Wilmington	VT	Vermont	Windham
05401	44.507404	-73.151384	Burlington	VT	Vermont	Chittenden
05403	44.448119	-73.098238	South Burlington	VT	Vermont	Chittenden
05404	44.498032	-73.182158	Winooski	VT	Vermont	Chittenden
05439	44.495180	-73.165092	Colchester	VT	Vermont	Chittenden
05441	44.836967	-72.921690	Bakersfield	VT	Vermont	Franklin
05443	44.157814	-73.071813	Bristol	VT	Vermont	Addison
05444	44.622180	-72.881162	Cambridge	VT	Vermont	Lamoille
05445	44.316580	-73.226034	Charlotte	VT	Vermont	Chittenden
05450	44.902044	-72.782425	Enosburg Falls	VT	Vermont	Franklin
05451	44.508350	-73.050271	Essex	VT	Vermont	Chittenden
05452	44.485558	-73.025271	Essex Junction	VT	Vermont	Chittenden
05457	44.960380	-72.913261	Franklin	VT	Vermont	Franklin
05458	44.723391	-73.303193	Grand Isle	VT	Vermont	Grand Isle
05459	44.962395	-73.033062	Highgate Center	VT	Vermont	Franklin
05461	44.455300	-73.067858	Hinesburg	VT	Vermont	Chittenden
05464	44.638789	-72.821990	Jeffersonville	VT	Vermont	Lamoille
05465	44.458996	-72.955175	Jericho	VT	Vermont	Chittenden
05466	44.362504	-73.019801	Jonesville	VT	Vermont	Chittenden
05468	44.643418	-73.121685	Milton	VT	Vermont	Chittenden
05474	44.835274	-73.277846	North Hero	VT	Vermont	Grand Isle
05476	44.952669	-72.654350	Richford	VT	Vermont	Franklin
05477	44.387289	-72.953283	Richmond	VT	Vermont	Chittenden
05482	44.424930	-73.114047	Shelburne	VT	Vermont	Chittenden
05488	44.902128	-72.948391	Swanton	VT	Vermont	Franklin
05489	44.565148	-72.907209	Underhill	VT	Vermont	Chittenden
05491	44.145691	-73.260487	Vergennes	VT	Vermont	Addison
05494	44.569590	-73.025541	Westford	VT	Vermont	Chittenden
05495	44.430096	-73.026735	Williston	VT	Vermont	Chittenden
05601	44.199060	-72.559638	Montpelier	VT	Vermont	Washington
05641	44.208960	-72.607693	Barre	VT	Vermont	Washington
05647	44.266228	-72.530473	Cabot	VT	Vermont	Washington
05651	44.279376	-72.496570	East Montpelier	VT	Vermont	Washington
05655	44.560808	-72.590031	Hyde Park	VT	Vermont	Lamoille
05656	44.642603	-72.735911	Johnson	VT	Vermont	Lamoille
05660	44.270817	-72.786431	Moretown	VT	Vermont	Washington
05661	44.560179	-72.615346	Morrisville	VT	Vermont	Lamoille
05663	44.180906	-72.678854	Northfield	VT	Vermont	Washington
05664	44.183536	-72.646591	Northfield Falls	VT	Vermont	Washington
05667	44.283708	-72.552243	Plainfield	VT	Vermont	Washington
05671	44.259518	-72.585018	Waterbury	VT	Vermont	Washington
05672	44.535179	-72.660043	Stowe	VT	Vermont	Lamoille
05673	44.192186	-72.843868	Waitsfield	VT	Vermont	Washington
05675	44.078238	-72.426322	Washington	VT	Vermont	Orange
05677	44.389313	-72.708616	Waterbury Center	VT	Vermont	Washington
05678	44.155782	-72.465810	Websterville	VT	Vermont	Washington
05679	44.103841	-72.526916	Williamstown	VT	Vermont	Orange
05680	44.539539	-72.487589	Wolcott	VT	Vermont	Lamoille
05701	43.630346	-72.935860	Rutland	VT	Vermont	Rutland
05732	43.643723	-73.209356	Bomoseen	VT	Vermont	Rutland
05733	43.655139	-73.121251	Brandon	VT	Vermont	Rutland
05735	43.636856	-73.126638	Castleton	VT	Vermont	Rutland
05737	43.713218	-72.925199	Chittenden	VT	Vermont	Rutland
05739	43.347920	-73.027985	Danby	VT	Vermont	Rutland
05743	43.634258	-73.182585	Fair Haven	VT	Vermont	Rutland
05751	43.656951	-72.782713	Killington	VT	Vermont	Rutland
05753	43.991942	-73.171578	Middlebury	VT	Vermont	Addison
05757	43.478301	-73.060391	Middletown Springs	VT	Vermont	Rutland
05758	43.444535	-72.802413	Mount Holly	VT	Vermont	Rutland
05759	43.535739	-72.970114	North Clarendon	VT	Vermont	Rutland
05762	43.592039	-72.818121	Pittsfield	VT	Vermont	Rutland
05763	43.721820	-72.999461	Pittsford	VT	Vermont	Rutland
05764	43.525395	-73.112878	Poultney	VT	Vermont	Rutland
05765	43.601975	-73.095890	Proctor	VT	Vermont	Rutland
05767	43.866832	-72.851495	Rochester	VT	Vermont	Windsor
05770	43.912406	-73.279162	Shoreham	VT	Vermont	Addison
05772	43.756978	-72.730177	Stockbridge	VT	Vermont	Windsor
05773	43.477386	-73.066066	Wallingford	VT	Vermont	Rutland
05775	43.360006	-73.224211	West Pawlet	VT	Vermont	Rutland
05777	43.588163	-73.065323	West Rutland	VT	Vermont	Rutland
05820	44.741679	-72.364639	Albany	VT	Vermont	Orleans
05826	44.641663	-72.388928	Craftsbury	VT	Vermont	Orleans
05827	44.678786	-72.359440	Craftsbury Common	VT	Vermont	Orleans
05828	44.437306	-72.123508	Danville	VT	Vermont	Caledonia
05830	44.970350	-72.036632	Derby Line	VT	Vermont	Orleans
05832	44.587962	-71.910223	East Burke	VT	Vermont	Caledonia
05836	44.496356	-72.173710	East Hardwick	VT	Vermont	Caledonia
05846	44.832535	-71.841125	Island Pond	VT	Vermont	Essex
05851	44.535100	-72.056557	Lyndonville	VT	Vermont	Caledonia
05853	44.878704	-71.971424	Morgan	VT	Vermont	Orleans
05855	44.907921	-72.203948	Newport	VT	Vermont	Orleans
05859	44.937769	-72.433354	North Troy	VT	Vermont	Orleans
05860	44.823782	-72.102019	Orleans	VT	Vermont	Orleans
05868	44.775607	-72.226410	Troy	VT	Vermont	Orleans
05906	44.680771	-71.719436	Lunenburg	VT	Vermont	Essex
05907	44.932643	-71.776359	Norton	VT	Vermont	Essex
06001	41.757944	-72.728272	Avon	CT	Connecticut	Hartford
06002	41.851961	-72.738939	Bloomfield	CT	Connecticut	Hartford
06006	41.879637	-72.734271	Windsor	CT	Connecticut	Hartford
06010	41.681198	-72.939577	Bristol	CT	Connecticut	Hartford
06013	41.761773	-72.958260	Burlington	CT	Connecticut	Hartford
06016	41.842097	-72.708388	Broad Brook	CT	Connecticut	Hartford
06018	42.001585	-73.295891	Canaan	CT	Connecticut	Litchfield
06019	41.842882	-72.899645	Canton	CT	Connecticut	Hartford
06020	41.853921	-72.902811	Canton Center	CT	Connecticut	Hartford
06021	42.005809	-73.118329	Colebrook	CT	Connecticut	Litchfield
06022	41.851597	-72.918127	Collinsville	CT	Connecticut	Hartford
06023	41.613489	-72.720700	East Berlin	CT	Connecticut	Hartford
06024	42.015806	-73.291299	East Canaan	CT	Connecticut	Litchfield
06026	41.939096	-72.740538	East Granby	CT	Connecticut	Hartford
06027	42.004978	-72.896907	East Hartland	CT	Connecticut	Hartford
06029	41.849319	-72.411777	Ellington	CT	Connecticut	Tolland
06030	41.791776	-72.718832	Farmington	CT	Connecticut	Hartford
06031	41.949717	-73.304403	Falls Village	CT	Connecticut	Litchfield
06033	41.703451	-72.539332	Glastonbury	CT	Connecticut	Hartford
06035	41.966062	-72.796407	Granby	CT	Connecticut	Hartford
06039	41.951917	-73.381380	Lakeville	CT	Connecticut	Litchfield
06040	41.776048	-72.523748	Manchester	CT	Connecticut	Hartford
06043	41.768648	-72.439278	Bolton	CT	Connecticut	Tolland
06050	41.666049	-72.778391	New Britain	CT	Connecticut	Hartford
06057	41.883102	-73.045918	New Hartford	CT	Connecticut	Litchfield
06058	41.886811	-73.184674	Norfolk	CT	Connecticut	Litchfield
06059	41.899683	-72.890744	North Canton	CT	Connecticut	Hartford
06060	42.004694	-72.843205	North Granby	CT	Connecticut	Hartford
06062	41.672983	-72.859695	Plainville	CT	Connecticut	Hartford
06065	41.968597	-73.014467	Riverton	CT	Connecticut	Litchfield
06066	41.837200	-72.454917	Vernon Rockville	CT	Connecticut	Tolland
06067	41.657249	-72.670887	Rocky Hill	CT	Connecticut	Hartford
06068	42.005790	-73.399336	Salisbury	CT	Connecticut	Litchfield
06069	41.874681	-73.433903	Sharon	CT	Connecticut	Litchfield
06070	41.868647	-72.819742	Simsbury	CT	Connecticut	Hartford
06071	41.919603	-72.433046	Somers	CT	Connecticut	Tolland
06073	41.657099	-72.572233	South Glastonbury	CT	Connecticut	Hartford
06074	41.834198	-72.564632	South Windsor	CT	Connecticut	Hartford
06075	41.811520	-72.308779	Stafford	CT	Connecticut	Tolland
06076	41.900495	-72.276410	Stafford Springs	CT	Connecticut	Tolland
06078	41.989646	-72.658135	Suffield	CT	Connecticut	Hartford
06079	42.032012	-73.403763	Taconic	CT	Connecticut	Litchfield
06081	41.905269	-72.767239	Tariffville	CT	Connecticut	Hartford
06082	41.984646	-72.557731	Enfield	CT	Connecticut	Hartford
06084	41.882553	-72.361039	Tolland	CT	Connecticut	Tolland
06085	41.860009	-72.933467	Unionville	CT	Connecticut	Hartford
06088	41.903347	-72.592883	East Windsor	CT	Connecticut	Hartford
06089	41.889965	-72.704000	Weatogue	CT	Connecticut	Hartford
06090	41.955645	-72.861993	West Granby	CT	Connecticut	Hartford
06091	42.003447	-72.992109	West Hartland	CT	Connecticut	Hartford
06092	41.865597	-72.849854	West Simsbury	CT	Connecticut	Hartford
06093	42.005795	-72.727337	West Suffield	CT	Connecticut	Hartford
06096	41.933846	-72.660245	Windsor Locks	CT	Connecticut	Hartford
06098	41.925671	-73.058157	Winsted	CT	Connecticut	Litchfield
06101	41.780070	-72.677099	Hartford	CT	Connecticut	Hartford
06108	41.779799	-72.621365	East Hartford	CT	Connecticut	Hartford
06109	41.698899	-72.667887	Wethersfield	CT	Connecticut	Hartford
06111	41.685985	-72.729646	Newington	CT	Connecticut	Hartford
06226	41.845504	-72.091889	Willimantic	CT	Connecticut	Windham
06231	41.626377	-72.372800	Amston	CT	Connecticut	Tolland
06232	41.731847	-72.374634	Andover	CT	Connecticut	Tolland
06234	41.847758	-71.983412	Brooklyn	CT	Connecticut	Windham
06235	41.802940	-72.126036	Chaplin	CT	Connecticut	Windham
06237	41.696124	-72.300043	Columbia	CT	Connecticut	Tolland
06238	41.778623	-72.323642	Coventry	CT	Connecticut	Tolland
06239	41.864901	-71.874354	Danielson	CT	Connecticut	Windham
06241	41.854975	-71.858826	Dayville	CT	Connecticut	Windham
06242	41.927524	-72.041112	Eastford	CT	Connecticut	Windham
06243	41.844885	-71.818941	East Killingly	CT	Connecticut	Windham
06247	41.788756	-71.975819	Hampton	CT	Connecticut	Windham
06248	41.689249	-72.398627	Hebron	CT	Connecticut	Tolland
06249	41.628008	-72.245422	Lebanon	CT	Connecticut	New London
06250	41.781550	-72.225540	Mansfield Center	CT	Connecticut	Tolland
06254	41.609895	-72.150305	North Franklin	CT	Connecticut	New London
06255	41.978392	-71.899716	North Grosvenordale	CT	Connecticut	Windham
06256	41.778469	-72.040003	North Windham	CT	Connecticut	Windham
06258	41.889048	-71.968232	Pomfret	CT	Connecticut	Windham
06259	41.863133	-72.002590	Pomfret Center	CT	Connecticut	Windham
06260	41.862904	-71.887712	Putnam	CT	Connecticut	Windham
06262	42.021536	-71.947077	Quinebaug	CT	Connecticut	Windham
06263	41.839051	-71.906340	Rogers	CT	Connecticut	Windham
06264	41.695803	-72.087045	Scotland	CT	Connecticut	Windham
06266	41.674079	-72.172298	South Windham	CT	Connecticut	Windham
06268	41.787937	-72.252480	Storrs Mansfield	CT	Connecticut	Tolland
06277	41.975796	-71.862047	Thompson	CT	Connecticut	Windham
06278	41.889043	-72.147561	Ashford	CT	Connecticut	Windham
06279	41.896623	-72.262236	Willington	CT	Connecticut	Tolland
06280	41.693914	-72.137843	Windham	CT	Connecticut	Windham
06281	41.961991	-72.014108	Woodstock	CT	Connecticut	Windham
06282	41.952846	-72.057134	Woodstock Valley	CT	Connecticut	Windham
06320	41.413998	-72.109070	New London	CT	Connecticut	New London
06330	41.501708	-72.044306	Baltic	CT	Connecticut	New London
06331	41.696753	-71.998277	Canterbury	CT	Connecticut	Windham
06333	41.378842	-72.236794	East Lyme	CT	Connecticut	New London
06334	41.544598	-72.177023	Bozrah	CT	Connecticut	New London
06335	41.523377	-72.021165	Gales Ferry	CT	Connecticut	New London
06339	41.492843	-71.965554	Ledyard	CT	Connecticut	New London
06340	41.355405	-72.038268	Groton	CT	Connecticut	New London
06351	41.599562	-71.982619	Jewett City	CT	Connecticut	New London
06353	41.452548	-72.137471	Montville	CT	Connecticut	New London
06354	41.704931	-71.849772	Moosup	CT	Connecticut	Windham
06355	41.485188	-72.000748	Mystic	CT	Connecticut	New London
06357	41.323447	-72.215623	Niantic	CT	Connecticut	New London
06359	41.466851	-71.880694	North Stonington	CT	Connecticut	New London
06360	41.499398	-71.994757	Norwich	CT	Connecticut	New London
06365	41.522369	-71.993427	Preston	CT	Connecticut	New London
06370	41.512172	-72.102302	Oakdale	CT	Connecticut	New London
06371	41.409397	-72.147665	Old Lyme	CT	Connecticut	New London
06374	41.688121	-71.884113	Plainfield	CT	Connecticut	Windham
06375	41.401066	-72.140022	Quaker Hill	CT	Connecticut	New London
06377	41.719948	-71.823184	Sterling	CT	Connecticut	Windham
06378	41.378598	-71.917915	Stonington	CT	Connecticut	New London
06379	41.455191	-71.895547	Pawcatuck	CT	Connecticut	New London
06380	41.563998	-72.055220	Taftville	CT	Connecticut	New London
06382	41.424507	-72.069578	Uncasville	CT	Connecticut	New London
06383	41.601648	-72.040370	Versailles	CT	Connecticut	New London
06384	41.576894	-71.866587	Voluntown	CT	Connecticut	New London
06385	41.456698	-72.126498	Waterford	CT	Connecticut	New London
06387	41.744527	-71.913339	Wauregan	CT	Connecticut	Windham
06389	41.559648	-72.122672	Yantic	CT	Connecticut	New London
06401	41.342514	-73.070301	Ansonia	CT	Connecticut	New Haven
06403	41.435134	-73.058835	Beacon Falls	CT	Connecticut	New Haven
06405	41.284746	-72.796292	Branford	CT	Connecticut	New Haven
06408	41.365709	-72.927507	Cheshire	CT	Connecticut	New Haven
06409	41.349098	-72.413380	Centerbrook	CT	Connecticut	Middlesex
06412	41.390270	-72.461805	Chester	CT	Connecticut	Middlesex
06413	41.298201	-72.532934	Clinton	CT	Connecticut	Middlesex
06415	41.546443	-72.338832	Colchester	CT	Connecticut	New London
06416	41.608529	-72.667807	Cromwell	CT	Connecticut	Middlesex
06417	41.368124	-72.452284	Deep River	CT	Connecticut	Middlesex
06418	41.327246	-73.084252	Derby	CT	Connecticut	New Haven
06419	41.417962	-72.493446	Killingworth	CT	Connecticut	Middlesex
06420	41.527441	-72.269141	Salem	CT	Connecticut	New London
06422	41.462468	-72.682297	Durham	CT	Connecticut	Middlesex
06423	41.475478	-72.389729	East Haddam	CT	Connecticut	Middlesex
06424	41.559841	-72.494927	East Hampton	CT	Connecticut	Middlesex
06426	41.448179	-72.504260	Essex	CT	Connecticut	Middlesex
06430	41.175173	-73.282408	Fairfield	CT	Connecticut	Fairfield
06436	41.308873	-73.363661	Greens Farms	CT	Connecticut	Fairfield
06437	41.338847	-72.690089	Guilford	CT	Connecticut	New Haven
06438	41.471457	-72.511376	Haddam	CT	Connecticut	Middlesex
06440	41.308873	-73.363661	Hawleyville	CT	Connecticut	Fairfield
06441	41.462718	-72.578971	Higganum	CT	Connecticut	Middlesex
06442	41.344076	-72.444369	Ivoryton	CT	Connecticut	Middlesex
06443	41.350397	-72.788392	Madison	CT	Connecticut	New Haven
06447	41.636949	-72.463179	Marlborough	CT	Connecticut	Hartford
06450	41.536498	-72.801901	Meriden	CT	Connecticut	New Haven
06455	41.515346	-72.712988	Middlefield	CT	Connecticut	Middlesex
06457	41.550139	-72.655357	Middletown	CT	Connecticut	Middlesex
06460	41.343773	-72.951273	Milford	CT	Connecticut	New Haven
06467	41.565697	-72.903746	Milldale	CT	Connecticut	Hartford
06468	41.341845	-73.236918	Monroe	CT	Connecticut	Fairfield
06469	41.508904	-72.440086	Moodus	CT	Connecticut	Middlesex
06470	41.396295	-73.310561	Newtown	CT	Connecticut	Fairfield
06471	41.332347	-72.780892	North Branford	CT	Connecticut	New Haven
06472	41.379797	-72.772991	Northford	CT	Connecticut	New Haven
06473	41.384381	-72.862644	North Haven	CT	Connecticut	New Haven
06475	41.300448	-72.389129	Old Saybrook	CT	Connecticut	Middlesex
06477	41.279896	-73.031018	Orange	CT	Connecticut	New Haven
06478	41.432583	-73.138379	Oxford	CT	Connecticut	New Haven
06479	41.577845	-72.902496	Plantsville	CT	Connecticut	Hartford
06480	41.598339	-72.601307	Portland	CT	Connecticut	Middlesex
06481	41.542105	-72.666583	Rockfall	CT	Connecticut	Middlesex
06482	41.408137	-73.249671	Sandy Hook	CT	Connecticut	Fairfield
06483	41.417646	-73.102078	Seymour	CT	Connecticut	New Haven
06484	41.314347	-73.137143	Shelton	CT	Connecticut	Fairfield
06488	41.470921	-73.240839	Southbury	CT	Connecticut	New Haven
06489	41.604786	-72.871945	Southington	CT	Connecticut	Hartford
06490	41.143396	-73.289859	Southport	CT	Connecticut	Fairfield
06492	41.456205	-72.811047	Wallingford	CT	Connecticut	New Haven
06497	41.207146	-73.130503	Stratford	CT	Connecticut	Fairfield
06498	41.307899	-72.463381	Westbrook	CT	Connecticut	Middlesex
06501	41.365709	-72.927507	New Haven	CT	Connecticut	New Haven
06512	41.290997	-72.865894	East Haven	CT	Connecticut	New Haven
06514	41.372723	-72.938747	Hamden	CT	Connecticut	New Haven
06516	41.272452	-72.940335	West Haven	CT	Connecticut	New Haven
06524	41.428088	-72.996191	Bethany	CT	Connecticut	New Haven
06525	41.353296	-73.013981	Woodbridge	CT	Connecticut	New Haven
06601	41.308873	-73.363661	Bridgeport	CT	Connecticut	Fairfield
06611	41.259996	-73.206957	Trumbull	CT	Connecticut	Fairfield
06612	41.273016	-73.297721	Easton	CT	Connecticut	Fairfield
06701	41.365709	-72.927507	Waterbury	CT	Connecticut	New Haven
06712	41.499097	-72.975694	Prospect	CT	Connecticut	New Haven
06716	41.598347	-72.980578	Wolcott	CT	Connecticut	New Haven
06750	41.714352	-73.251598	Bantam	CT	Connecticut	Litchfield
06751	41.640900	-73.209685	Bethlehem	CT	Connecticut	Litchfield
06752	41.520312	-73.363875	Bridgewater	CT	Connecticut	Litchfield
06753	41.828067	-73.332345	Cornwall	CT	Connecticut	Litchfield
06754	41.744373	-73.301922	Cornwall Bridge	CT	Connecticut	Litchfield
06755	41.634686	-73.472048	Gaylordsville	CT	Connecticut	Litchfield
06756	41.794278	-73.239023	Goshen	CT	Connecticut	Litchfield
06757	41.774725	-73.401908	Kent	CT	Connecticut	Litchfield
06758	41.739889	-73.222981	Lakeside	CT	Connecticut	Litchfield
06759	41.791598	-73.229787	Litchfield	CT	Connecticut	Litchfield
06762	41.528274	-73.116458	Middlebury	CT	Connecticut	New Haven
06763	41.689616	-73.212587	Morris	CT	Connecticut	Litchfield
06770	41.491016	-73.052965	Naugatuck	CT	Connecticut	New Haven
06776	41.658619	-73.366017	New Milford	CT	Connecticut	Litchfield
06779	41.604052	-73.216887	Oakville	CT	Connecticut	Litchfield
06782	41.658730	-73.044364	Plymouth	CT	Connecticut	Litchfield
06783	41.578971	-73.298344	Roxbury	CT	Connecticut	Litchfield
06784	41.525631	-73.490891	Sherman	CT	Connecticut	Fairfield
06785	41.682439	-73.305256	South Kent	CT	Connecticut	Litchfield
06786	41.663530	-73.022449	Terryville	CT	Connecticut	Litchfield
06787	41.658721	-73.098657	Thomaston	CT	Connecticut	Litchfield
06790	41.874840	-73.126763	Torrington	CT	Connecticut	Litchfield
06791	41.649639	-73.176163	Harwinton	CT	Connecticut	Litchfield
06793	41.718159	-73.294187	Washington	CT	Connecticut	Litchfield
06794	41.646347	-73.316951	Washington Depot	CT	Connecticut	Litchfield
06795	41.759427	-73.162003	Watertown	CT	Connecticut	Litchfield
06796	41.821529	-73.350384	West Cornwall	CT	Connecticut	Litchfield
06798	41.733106	-73.135499	Woodbury	CT	Connecticut	Litchfield
06801	41.381244	-73.399080	Bethel	CT	Connecticut	Fairfield
06804	41.404799	-73.275562	Brookfield	CT	Connecticut	Fairfield
06807	41.058646	-73.587618	Cos Cob	CT	Connecticut	Fairfield
06810	41.376242	-73.471416	Danbury	CT	Connecticut	Fairfield
06812	41.486689	-73.491042	New Fairfield	CT	Connecticut	Fairfield
06820	41.075846	-73.480765	Darien	CT	Connecticut	Fairfield
06829	41.255530	-73.427915	Georgetown	CT	Connecticut	Fairfield
06830	41.042746	-73.626170	Greenwich	CT	Connecticut	Fairfield
06840	41.162209	-73.501267	New Canaan	CT	Connecticut	Fairfield
06850	41.126146	-73.442423	Norwalk	CT	Connecticut	Fairfield
06870	41.034946	-73.566968	Old Greenwich	CT	Connecticut	Fairfield
06877	41.308201	-73.494637	Ridgefield	CT	Connecticut	Fairfield
06878	41.035596	-73.580241	Riverside	CT	Connecticut	Fairfield
06880	41.144496	-73.343261	Westport	CT	Connecticut	Fairfield
06883	41.222945	-73.376263	Weston	CT	Connecticut	Fairfield
06896	41.271095	-73.386340	Redding	CT	Connecticut	Fairfield
06897	41.209695	-73.439165	Wilton	CT	Connecticut	Fairfield
06901	41.054082	-73.536216	Stamford	CT	Connecticut	Fairfield
07001	40.582845	-74.275240	Avenel	NJ	New Jersey	Middlesex
07002	40.670858	-74.109486	Bayonne	NJ	New Jersey	Hudson
07003	40.808549	-74.187005	Bloomfield	NJ	New Jersey	Essex
07004	40.875948	-74.296810	Fairfield	NJ	New Jersey	Essex
07005	40.918648	-74.430696	Boonton	NJ	New Jersey	Morris
07006	40.854548	-74.278892	Caldwell	NJ	New Jersey	Essex
07008	40.583203	-74.234839	Carteret	NJ	New Jersey	Middlesex
07009	40.857049	-74.227109	Cedar Grove	NJ	New Jersey	Essex
07010	40.820541	-73.987820	Cliffside Park	NJ	New Jersey	Bergen
07011	40.877949	-74.141237	Clifton	NJ	New Jersey	Passaic
07016	40.654802	-74.304792	Cranford	NJ	New Jersey	Union
07017	40.771850	-74.207039	East Orange	NJ	New Jersey	Essex
07020	40.826550	-73.978082	Edgewater	NJ	New Jersey	Bergen
07021	40.826158	-74.276591	Essex Fells	NJ	New Jersey	Essex
07022	40.817537	-74.000883	Fairview	NJ	New Jersey	Bergen
07023	40.641902	-74.387044	Fanwood	NJ	New Jersey	Union
07026	40.884648	-74.110336	Garfield	NJ	New Jersey	Bergen
07027	40.651242	-74.322892	Garwood	NJ	New Jersey	Union
07028	40.807499	-74.205039	Glen Ridge	NJ	New Jersey	Essex
07029	40.744501	-74.150787	Harrison	NJ	New Jersey	Hudson
07030	40.746851	-74.033934	Hoboken	NJ	New Jersey	Hudson
07031	40.787112	-74.127316	North Arlington	NJ	New Jersey	Bergen
07032	40.751750	-74.122937	Kearny	NJ	New Jersey	Hudson
07033	40.677601	-74.291191	Kenilworth	NJ	New Jersey	Union
07034	40.880649	-74.379745	Lake Hiawatha	NJ	New Jersey	Morris
07035	40.926637	-74.303093	Lincoln Park	NJ	New Jersey	Morris
07036	40.626953	-74.250939	Linden	NJ	New Jersey	Union
07039	40.787006	-74.325993	Livingston	NJ	New Jersey	Essex
07040	40.729100	-74.266541	Maplewood	NJ	New Jersey	Essex
07041	40.733650	-74.301692	Millburn	NJ	New Jersey	Essex
07042	40.811908	-74.216389	Montclair	NJ	New Jersey	Essex
